index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
645,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,no restriction,,,,,,
646,SA_0000001536,On-premise sales restrictions to intoxicated persons,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1405,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
647,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
648,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
649,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
650,SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
651,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,No,,,,,,
652,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,No,,,,,,
653,SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
654,SA_0000001549,Duty paid or excise stamp on alcohol container,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2349,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
655,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,ban,,,,,,
656,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restrictions,,,,,,
657,SA_0000001544,Licence required for production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
658,SA_0000001545,Licence required for retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
659,SA_0000001545,Licence required for retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
660,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,MLE,Male,,,,,,,,1.1,,,,,,
661,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,FMLE,Female,,,,,,,,0.1,,,,,,
662,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
663,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
664,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
665,SA_0000001459,"Road traffic injuries, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,MLE,Male,,,,,,,,48.9,,,,,,
666,SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,None,,,,,,
667,SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,None,,,,,,
668,SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,0.08%,,,,,,
669,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,10.8,10.84164,,,,,
670,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,MLE,Male,,,,,,,,17.2,17.20235,,,,,
671,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,FMLE,Female,,,,,,,,4.6,4.59024,,,,,
672,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,12.5,12.50514,,,,,
673,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,MLE,Male,,,,,,,,20.1,20.10633,,,,,
674,SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,2.1,2.10000,,,,,
675,SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,20.27,20.27000,,,,,
676,SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,30.46,30.46000,,,,,
677,SA_0000001455,"Age-standardized death rates, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,28.75,28.75000,,,,,
678,SA_0000001651,Monitoring,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2362,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,Yes,,,,,,
679,SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,,,,,,,,,,"15,698",15.69800,,,,,
680,SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,,,,,,,"16,600",16.60000,,,,,
681,SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,,,,,,,,,,,,,
682,SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,,,,,,,,,,,,,
683,SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,175,175.00000,,,,,
684,SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,,,,,,,171,171.00000,,,,,
685,SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,,,,,,,,,,190,190.00000,,,,,
686,SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,,,,,,,200,200.00000,,,,,
687,SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,,,,,,,1,,,,,,
688,SA_0000001678,Sales of beer in 1000s hectolitres,0,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,,,,,,,"7,898",7.89800,,,,,
689,SA_0000001682,Perceived trend in sales,0,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,increase,,,,,,
690,RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2497,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,0.03,0.03000,,,,,
691,RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2497,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,1.95,1.95000,,,,,
692,RSUD_9,Service delivery data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2505,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
693,RSUD_8,Epidemiological data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2504,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
694,RSUD_34,Sector for inpatient detoxification of drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2528,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,Public health,,,,,,
695,RSUD_42,Specialized treatment services for substance use disorders and TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2536,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
696,RSUD_38,Sector for residential long-term rehabilitation of drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2532,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,Public health,,,,,,
697,RSUD_26,Governement benefits for persons with substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2520,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
698,RSUD_70,Pharmacotherapy used for the management of cannabis withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2564,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
699,RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2563,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
700,RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,no,,,,,,
701,RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2563,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,yes,,,,,,
702,SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,8.4,8.40000,,,,,
703,SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,9.4,9.40000,,,,,
704,SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,7.3,7.30000,,,,,
705,SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,7.1,7.10000,,,,,
706,SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,24.7,24.70000,,,,,
707,SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,8.3,8.30000,,,,,
708,SA_0000001451,"Age-standardized death rates, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,25.3,25.30000,,,,,
709,SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,1164,1164.00000,,,,,
710,SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,726,726.00000,,,,,
711,SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,295,295.00000,,,,,
712,RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2502,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,137,137.00000,,,,,
713,RSUD_3,"Age-standardized death rates, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2500,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,1.7,1.70000,,,,,
714,RSUD_3,"Age-standardized death rates, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2500,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,0.9,0.90000,,,,,
715,RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2502,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,,,,,,,399,399.00000,,,,,
716,SA_0000001523,"Prices for alcoholic beverages (average, US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2317,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,,,,,,,14.09,,,,,,
717,SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1389,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,MLE,Male,,,,,,,,0.2,,,,,,
718,SA_0000001509,Advertising restrictions on national radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
719,SA_0000001507,Advertising restrictions on national television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
720,SA_0000001508,Advertising restrictions on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
721,SA_0000001506,National legislation to prevent illegal alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2341,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
722,SA_0000001515,Advertising restrictions on the internet,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
723,SA_0000001513,Advertising restrictions on billboards,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
724,SA_0000001514,Advertising restrictions at point-of-sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
725,SA_0000001516,Restrictions on product placement on national television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
726,SA_0000001529,Off-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,No,,,,,,
727,SA_0000001525,Off-premise sales restrictions on days,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
728,SA_0000001528,Off-premise sales restrictions on outlet density,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,No,,,,,,
729,SA_0000001528,Off-premise sales restrictions on outlet density,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,No,,,,,,
730,SA_0000001534,On-premise sales restrictions on outlet density,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
731,SA_0000001533,On-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
732,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,no restriction,,,,,,
733,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,no restriction,,,,,,
734,SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,ban,,,,,,
735,SA_0000001535,On-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,No,,,,,,
736,SA_0000001536,On-premise sales restrictions to intoxicated persons,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1405,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,No,,,,,,
737,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,no restriction,,,,,,
738,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,no restriction,,,,,,
739,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,no restriction,,,,,,
740,SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,No,,,,,,
741,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
742,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,ban,,,,,,
743,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,ban,,,,,,
744,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,ban,,,,,,
745,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,voluntary/self-restricted,,,,,,
746,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,partial restriction,,,,,,
747,SA_0000001551,Value-added tax (VAT) on alcohol (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2350,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
748,SA_0000001554,Health warning labels on alcohol advertising,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2353,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
749,SA_0000001555,Health warning labels on alcohol containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2354,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,No,,,,,,
