index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
168,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,,,,145.1,145.10000,,,,,Nigeria 2015 Malaria Indicators Survey
169,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,,,,,,,,,,106.0,106.00000,,,,,Nigeria 2018 Demographic and Health Survey (DHS)
170,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,,,,37.8,37.77940,,,,,Nigeria 2016 PMA2020 Round 1. Sampling design might not be representative for the whole country.
171,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,,,,,,,,,,32,32.03148,,,,,Nigeria 2003 Demographic and Health Survey. 
172,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,1.08 [0.64–1.83],1.08000,0.64,1.83,,,
173,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,1.04 [0.62–1.77],1.04000,0.62,1.77,,,
174,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.98 [0.58–1.68],0.98000,0.58,1.68,,,
175,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.82 [0.49–1.4],0.82000,0.49,1.4,,,
176,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.8 [0.48–1.37],0.80000,0.48,1.37,,,
177,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.69 [0.41–1.18],0.69000,0.41,1.18,,,
178,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,0.53 [0.31–0.9],0.53000,0.31,0.9,,,
179,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.99 [0.59–1.7],0.99000,0.59,1.7,,,
180,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.97 [0.58–1.67],0.97000,0.58,1.67,,,
181,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.94 [0.56–1.62],0.94000,0.56,1.62,,,
182,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.77 [0.46–1.32],0.77000,0.46,1.32,,,
183,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.74 [0.44–1.27],0.74000,0.44,1.27,,,
184,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.64 [0.38–1.1],0.64000,0.38,1.1,,,
185,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.62 [0.36–1.06],0.62000,0.36,1.06,,,
186,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,0.47 [0.28–0.81],0.47000,0.28,0.81,,,
187,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,1.04 [0.61–1.76],1.04000,0.61,1.76,,,
188,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,1.18 [0.7–2.01],1.18000,0.7,2.01,,,
189,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.97 [0.57–1.65],0.97000,0.57,1.65,,,
190,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.95 [0.56–1.61],0.95000,0.56,1.61,,,
191,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.83 [0.49–1.4],0.83000,0.49,1.4,,,
192,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.8 [0.47–1.36],0.80000,0.47,1.36,,,
193,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,0.61 [0.36–1.04],0.61000,0.36,1.04,,,
194,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,9.0,9.00000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
195,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.0,10.00000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
196,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,9.5,9.50000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
197,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,9.7,9.70000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
198,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,53.0,52.96281,,,,,WHO life table method: Other HIV countries
199,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,53.4,53.40731,,,,,WHO life table method: Other HIV countries
200,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,53.8,53.77731,,,,,WHO life table method: Other HIV countries
201,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,54.3,54.26228,,,,,WHO life table method: Other HIV countries
202,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,54.7,54.67828,,,,,WHO life table method: Other HIV countries
203,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,53.0,53.03621,,,,,WHO life table method: Other HIV countries
204,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,53.5,53.51871,,,,,WHO life table method: Other HIV countries
205,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,54.2,54.20314,,,,,WHO life table method: Other HIV countries
206,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,54.8,54.84782,,,,,WHO life table method: Other HIV countries
207,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,52.4,52.36585,,,,,WHO life table method: Other HIV countries
208,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,52.8,52.77993,,,,,WHO life table method: Other HIV countries
209,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,53.2,53.24439,,,,,WHO life table method: Other HIV countries
210,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,53.8,53.80577,,,,,WHO life table method: Other HIV countries
211,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,48.2,48.24462,,,,,
212,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,48.7,48.68568,,,,,
213,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,41.7,41.71949,,,,,
214,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,43.6,43.63734,,,,,
215,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,9.5,9.51453,,,,,
216,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,9.7,9.67116,,,,,
217,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,10.1,10.06446,,,,,
218,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,4.8,4.79898,,,,,
219,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,2.4,2.44054,,,,,
220,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,3.6,3.63911,,,,,
221,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,4.7,4.65610,,,,,
222,SDGCONFLICT,Estimated direct deaths from major conflicts (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3367,PUBLISHED,Published,,2012-2016,2012-2016,,AFR,Africa,,,2012,2016,,,NGA,Nigeria,,,,,,,,,,,,,,4.1 [2.8-6.1],4.07813,2.80535,6.08443,,,
223,SDGIHR,"Average of 13 International Health Regulations core capacity scores, 1st version of the questionnaire",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4672,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,,,,,,,,,,57,57.00000,,,,,
224,SDGIHR,"Average of 13 International Health Regulations core capacity scores, 1st version of the questionnaire",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4672,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,,,,,,,,,,67,67.00000,,,,,
225,SDGIHR,"Average of 13 International Health Regulations core capacity scores, 1st version of the questionnaire",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4672,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,,,,,,,,,,66,66.00000,,,,,
226,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,ENVCAUSE113,Ischaemic heart disease,,26[ 23–29],26.20494,23.25697,29.21722,,,
227,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,ENVCAUSE113,Ischaemic heart disease,,27[ 24–31],27.40551,24.21656,30.68202,,,
228,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,ENVCAUSE113,Ischaemic heart disease,,25[ 22–28],25.04039,22.18102,28.01879,,,
229,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0[ 0–0],0.31307,0.25479,0.36266,,,
230,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,ENVCAUSE113,Ischaemic heart disease,,79[ 70–88],79.00539,69.8122,88.45099,,,
231,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,ENVCAUSE113,Ischaemic heart disease,,75[ 66–84],74.67642,66.14909,83.5587,,,
232,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1[ 1–1],0.71902,0.58517,0.8329,,,
233,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1[ 1–1],0.71504,0.59016,0.81264,,,
234,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,ENVCAUSE000,Total,,162[ 144–177],162.37527,144.46262,176.80608,,,
235,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,ENVCAUSE000,Total,,155[ 136–171],154.98877,136.24933,170.68788,,,
236,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,7[ 6–8],6.83305,5.50474,7.91204,,,
237,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,8[ 7–9],8.13001,6.74875,9.18486,,,
238,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,6[ 3–7],5.56999,3.44714,7.0893,,,
239,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS10-14,10-14 years,,MLE,Male,,,,,,,,1.8,1.80000,,,,,
240,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS15-19,15-19 years,,BTSX,Both sexes,,,,,,,,7.3,7.30000,,,,,
241,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS15-19,15-19 years,,FMLE,Female,,,,,,,,7.2,7.20000,,,,,
242,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS15-19,15-19 years,,MLE,Male,,,,,,,,7.4,7.40000,,,,,
243,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS30-39,30-39  years,,BTSX,Both sexes,,,,,,,,12.1,12.10000,,,,,
244,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS30-39,30-39  years,,FMLE,Female,,,,,,,,9.5,9.50000,,,,,
245,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS30-39,30-39  years,,MLE,Male,,,,,,,,14.7,14.70000,,,,,
246,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS40-49,40-49  years,,BTSX,Both sexes,,,,,,,,14.6,14.60000,,,,,
247,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS80PLUS,80+ years,,MLE,Male,,,,,,,,130.7,130.70000,,,,,
248,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,AFR,Africa,,WB_LMI,2016,2016,Lower-middle-income,,NGA,Nigeria,,YEARS15-29,15-29  years,,BTSX,Both sexes,,,,,,,,9.8,9.80000,,,,,
249,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,159[ 141-174],158.62488,140.6431,173.96748,,,
250,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,162[ 144-177],162.37527,144.46262,176.80608,,,
