index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
1798,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975.0,1975,,AFR,Africa,,NGA,1975,1975,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.3 [0.0-1.4],0.30000,0.0,1.4,,,
1799,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1977.0,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.4 [0.0-1.4],0.40000,0.0,1.4,,,
1800,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982.0,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.5 [0.1-1.6],0.50000,0.1,1.6,,,
1801,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1984.0,1984,,AFR,Africa,,NGA,1984,1984,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,0.6 [0.1-1.7],0.60000,0.1,1.7,,,
1802,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,NGA,2002,2002,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,2.7 [1.3-4.9],2.70000,1.3,4.9,,,
1803,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,4.1 [2.3-6.5],4.10000,2.3,6.5,,,
1804,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,4.7 [2.7-7.4],4.70000,2.7,7.4,,,
1805,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS05-09,5-9 years,,MLE,Male,,,,,7.7 [3.8-13.5],7.70000,3.8,13.5,,,
1806,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975.0,1975,,AFR,Africa,,NGA,1975,1975,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.3 [0.0-1.1],0.30000,0.0,1.1,,,
1807,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1977.0,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.3 [0.0-1.2],0.30000,0.0,1.2,,,
1808,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982.0,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.4 [0.1-1.3],0.40000,0.1,1.3,,,
1809,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1984.0,1984,,AFR,Africa,,NGA,1984,1984,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.5 [0.1-1.4],0.50000,0.1,1.4,,,
1810,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991.0,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,0.9 [0.3-2.1],0.90000,0.3,2.1,,,
1811,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1993.0,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,1.1 [0.4-2.4],1.10000,0.4,2.4,,,
1812,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,1.9 [0.8-3.4],1.90000,0.8,3.4,,,
1813,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,NGA,2002,2002,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,2.2 [1.0-3.8],2.20000,1.0,3.8,,,
1814,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,3.2 [1.8-5.0],3.20000,1.8,5.0,,,
1815,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,3.7 [2.1-5.7],3.70000,2.1,5.7,,,
1816,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS10-19,10-19 years,,MLE,Male,,,,,6.0 [2.9-10.4],6.00000,2.9,10.4,,,
1817,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,5.3 [3.9-6.9],5.30000,3.9,6.9,,,
1818,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,5.9 [4.3-7.6],5.90000,4.3,7.6,,,
1819,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,6.6 [4.8-8.5],6.60000,4.8,8.5,,,
1820,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,8.4 [5.8-11.7],8.40000,5.8,11.7,,,
1821,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991.0,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,3.0 [1.4-5.5],3.00000,1.4,5.5,,,
1822,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1993.0,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,3.5 [1.7-6.0],3.50000,1.7,6.0,,,
1823,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,5.1 [3.0-7.8],5.10000,3.0,7.8,,,
1824,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,NGA,2002,2002,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,5.6 [3.5-8.2],5.60000,3.5,8.2,,,
1825,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,7.1 [4.8-9.8],7.10000,4.8,9.8,,,
1826,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,7.8 [5.3-10.7],7.80000,5.3,10.7,,,
1827,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,8.5 [5.8-11.7],8.50000,5.8,11.7,,,
1828,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,10.3 [6.3-15.2],10.30000,6.3,15.2,,,
1829,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS05-09,5-9 years,,FMLE,Female,,,,,10.2 [5.7-16.1],10.20000,5.7,16.1,,,
1830,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,6.7 [3.3-11.5],6.70000,3.3,11.5,,,
1831,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
1832,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
1833,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
1834,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
1835,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.3 [0.1-0.7],0.30000,0.1,0.7,,,
1836,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.4 [0.1-0.8],0.40000,0.1,0.8,,,
1837,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.6 [0.3-1.2],0.60000,0.3,1.2,,,
1838,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.7 [0.3-1.4],0.70000,0.3,1.4,,,
1839,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.4 [0.7-2.4],1.40000,0.7,2.4,,,
1840,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.6 [0.8-3.0],1.60000,0.8,3.0,,,
1841,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
1842,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
1843,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.5],0.10000,0.0,0.5,,,
1844,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.2 [0.0-0.6],0.20000,0.0,0.6,,,
1845,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.4 [0.1-1.1],0.40000,0.1,1.1,,,
1846,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.5 [0.2-1.2],0.50000,0.2,1.2,,,
1847,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.8 [0.3-1.8],0.80000,0.3,1.8,,,
1848,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.0 [0.4-2.0],1.00000,0.4,2.0,,,
1849,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.9 [0.8-3.6],1.90000,0.8,3.6,,,
1850,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,2.2 [0.9-4.3],2.20000,0.9,4.3,,,
1851,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.0 [0.0-0.1],0.00000,0.0,0.1,,,
1852,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
1853,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.2],0.10000,0.0,0.2,,,
1854,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
1855,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.2 [0.1-0.5],0.20000,0.1,0.5,,,
1856,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1982.0,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,12.6 [9.2-16.7],12.60000,9.2,16.7,,,
1857,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1996.0,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,19.4 [16.1-22.9],19.40000,16.1,22.9,,,
1858,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,19.9 [16.6-23.4],19.90000,16.6,23.4,,,
1859,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.4 [17.1-23.9],20.40000,17.1,23.9,,,
1860,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1999.0,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.9 [17.6-24.4],20.90000,17.6,24.4,,,
1861,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,30.3 [26.1-34.7],30.30000,26.1,34.7,,,
1862,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,31.1 [26.6-35.8],31.10000,26.6,35.8,,,
1863,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,31.8 [27.1-36.9],31.80000,27.1,36.9,,,
1864,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,32.6 [27.5-38.0],32.60000,27.5,38.0,,,
1865,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,6.7 [3.6-10.8],6.70000,3.6,10.8,,,
1866,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,6.9 [3.9-10.9],6.90000,3.9,10.9,,,
