index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
331,AIR_2_1,Ambient air pollution in urban areas (Annual PM<sub>10</sub> [&#956;g/m<sup>3</sup>]),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1349,,,,PUBLISHED,Published,,2006.0,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,124,124.00000,,,,,
332,AIR_3_1,Percent of urban inhabitants living in cities covered by PM measurements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2006.0,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,40,40.00000,,,,,
333,AIR_6,Ambient air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,14,14.00000,,,,,
334,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,4 714,4714.21615,,,,,
335,TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,497 736,497736.00000,,,,,
336,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,GHE114,Stroke,,,,,,,,441 650,441650.18750,,,,,
337,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,GHE113,Ischaemic heart disease,,,,,,,,177 414,177413.57810,,,,,
338,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,18 743,18742.76953,,,,,
339,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,471 [383–551],471.49470,382.56924,550.67627,,,
340,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,11841 [10047–13640],11841.21579,10047.47363,13639.51465,,,
341,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE000,Total,,111501 [94363–124913],111501.40860,94363.08594,124912.7578,,,
342,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,7941 [6696–9353],7940.71498,6695.81445,9353.0166,,,
343,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE000,Total,,106861 [87567–122136],106860.51220,87566.88281,122135.7969,,,
344,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,84 [65–98],83.88770,65.20116,97.73879,,,
345,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,11 [9–12],10.63604,9.17124,12.31485,,,
346,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,6 [5–8],6.46361,4.77167,7.66912,,,
347,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.22799,0.17097,0.27789,,,
348,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE000,Total,,113 [93–130],113.40781,92.93208,129.61902,,,
349,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0–1],0.58174,0.47202,0.67944,,,
350,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE000,Total,,226 [189–254],225.83313,189.39525,254.12932,,,
351,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,131 [101–154],131.19740,101.26158,154.45189,,,
352,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,23 [19–27],22.64359,19.09366,26.67089,,,
353,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,350083 [301253–401684],350082.50780,301252.625,401683.9375,,,
354,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,890669 [790972–1002168],890668.95120,790971.5,1002168.0,,,
355,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,7253 [5439–8841],7253.04345,5439.2002,8840.64551,,,
356,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE104,Cataracts,,41965 [27383–52568],41964.81622,27382.73633,52568.1875,,,
357,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,297553 [197685–375784],297553.01370,197684.6094,375784.4063,,,
358,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,325 [282–371],324.70486,282.3324,370.85449,,,
359,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE000,Total,,11879637 [9604786–13543555],11879636.69000,9604786.0,13543555.0,,,
360,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,160 [106–202],159.98364,106.28796,202.04587,,,
361,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5530 [4258–6472],5529.70166,4257.60986,6471.99902,,,
362,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,481 [424–540],481.31451,424.29062,540.30725,,,
363,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE104,Cataracts,,46 [30–57],45.73180,29.84075,57.28698,,,
364,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,10 [8–11],9.89573,8.10675,11.39359,,,
365,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1142 [1014–1285],1141.69788,1013.90137,1284.62219,,,
366,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,590 [501–688],589.93988,500.98413,688.04059,,,
367,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1141 [1005–1280],1140.53235,1005.40741,1280.32275,,,
368,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE104,Cataracts,,120 [78–150],119.65140,78.07452,149.88406,,,
369,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,4586 [3573–5324],4586.01953,3573.18604,5323.60352,,,
370,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,17 [12–20],16.64761,12.48437,20.29156,,,
371,AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,47675 [37576–58145],47674.68359,37576.1875,58145.05469,,,
372,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,11734 [9697–13783],11734.34466,9696.79492,13782.70703,,,
373,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,116 [77–155],115.89703,76.96896,155.26813,,,
374,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,37 [31–43],36.88370,31.4346,42.8317,,,
375,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.12409,0.08241,0.16624,,,
376,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,6 [5–7],5.85345,4.99361,6.78571,,,
377,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,21 [18–24],20.70609,17.50654,24.16921,,,
378,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,13 [11–15],12.60791,10.58956,14.70606,,,
379,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,37 [31–43],36.85321,30.95352,42.98615,,,
380,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,16 [13–18],15.76367,13.44807,18.2743,,,
381,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,86 [68–105],85.95180,67.7454,104.82863,,,
382,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.12521,0.08315,0.16775,,,
383,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,10 [6–14],9.78388,6.00731,13.90617,,,
384,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4 [2–5],3.66873,2.2526,5.21449,,,
385,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE000,Total,,76 [65–87],75.71046,64.90527,87.48678,,,
386,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE000,Total,,76 [64–88],75.57146,64.46872,87.69357,,,
387,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,179174 [153726–206801],179173.98730,153725.75,206800.8438,,,
388,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,238 [204–274],238.17540,203.99615,273.82175,,,
389,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,397731 [340966–458072],397730.60740,340965.5625,458071.5938,,,
390,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,4 [3–6],4.42979,2.94189,5.93462,,,
391,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,2817 [2221–3436],2817.48096,2220.67944,3436.25952,,,
392,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,3378 [2662–4120],3377.94067,2662.42188,4119.80762,,,
393,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,349 [298–401],348.92688,298.32657,401.45398,,,
394,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.0,0.0,,,
395,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,785 [667–907],785.12402,667.49274,907.01923,,,
396,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,185962 [114181–264315],185962.45460,114181.0859,264315.0,,,
397,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,108 [66–153],107.66949,66.10915,153.03447,,,
398,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,3247 [2559–3960],3246.69043,2558.97339,3959.73242,,,
399,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,465 [399–536],465.40787,398.98376,536.01636,,,
400,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,2949 [2324–3597],2949.19116,2324.49048,3596.89575,,,
401,AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,4330968 [3413578–5282140],4330967.50000,3413577.75,5282139.5,,,
402,WSH_1,SDG 3.9.2 WASH deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,,,,127 641,127641.30000,,,,,
403,WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,33377,33376.91979,,,,,
