index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
5350,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201125,25 nasarawa,,,,,70.8 [58.6-80.6],70.78416,58.59744,80.57301,,,
5351,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201126,26 niger,,,,,65.5 [56.6-73.4],65.46822,56.55997,73.40853,,,
5352,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201127,27 ogun,,,,,89.7 [83.8-93.6],89.66802,83.75201,93.59471,,,
5353,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201128,28 ondo,,,,,82.0 [68.3-90.6],82.03329,68.34264,90.61619,,,
5354,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201104,04 anambra,,,,,No data,,,,,,Not available.
5355,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201105,05 bauchi,,,,,No data,,,,,,Not available.
5356,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201106,06 bayelsa,,,,,No data,,,,,,Not available.
5357,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201107,07 benue,,,,,No data,,,,,,Not available.
5358,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201121,21 kebbi,,,,,No data,,,,,,Not available.
5359,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201122,22 kogi,,,,,No data,,,,,,Not available.
5360,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201123,23 kwara,,,,,No data,,,,,,Not available.
5361,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201124,24 lagos,,,,,No data,,,,,,Not available.
5362,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201101,01 abia,,,,,88.5 [82.0-92.8],88.47630,82.02726,92.814,,,
5363,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201102,02 adamawa,,,,,54.5 [46.3-62.6],54.54557,46.27051,62.57694,,,
5364,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201103,03 akwa ibom,,,,,57.2 [41.8-71.3],57.19655,41.84918,71.27377,,,
5365,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201104,04 anambra,,,,,86.0 [79.5-90.7],86.00863,79.49207,90.69684,,,
5366,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201117,17 jigawa,,,,,31.7 [22.5-42.6],31.71089,22.48935,42.63383,,,
5367,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201118,18 kaduna,,,,,67.1 [51.7-79.5],67.07274,51.74059,79.46688,,,
5368,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201119,19 kano,,,,,44.0 [34.3-54.2],43.96569,34.26011,54.15577,,,
5369,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201120,20 katsina,,,,,13.9 [8.4-22.1],13.87966,8.37779,22.12232,,,
5370,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201134,34 taraba,,,,,31.5 [23.9-40.3],31.49720,23.86296,40.28161,,,
5371,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201135,35 yobe,,,,,26.4 [18.9-35.5],26.36982,18.9241,35.46366,,,
5372,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201136,36 zamfara,,,,,13.6 [9.0-20.1],13.64066,9.03742,20.07121,,,
5373,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201137,37 fct (abuja),,,,,90.1 [83.7-94.1],90.06847,83.73251,94.11024,,,
5374,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201114,14 enugu,,,,,No data,,,,,,Not available.
5375,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201115,15 gombe,,,,,No data,,,,,,Not available.
5376,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201116,16 imo,,,,,No data,,,,,,Not available.
5377,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201117,17 jigawa,,,,,No data,,,,,,Not available.
5378,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201130,30 oyo,,,,,No data,,,,,,Not available.
5379,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201131,31 plateau,,,,,No data,,,,,,Not available.
5380,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201132,32 rivers,,,,,No data,,,,,,Not available.
5381,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201133,33 sokoto,,,,,No data,,,,,,Not available.
5382,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201134,34 taraba,,,,,No data,,,,,,Not available.
5383,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201110,10 delta,,,,,No data,,,,,,Not available.
5384,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201111,11 ebonyi,,,,,No data,,,,,,Not available.
5385,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201112,12 edo,,,,,No data,,,,,,Not available.
5386,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201113,13 ekiti,,,,,No data,,,,,,Not available.
5387,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201127,27 ogun,,,,,No data,,,,,,Not available.
5388,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201128,28 ondo,,,,,No data,,,,,,Not available.
5389,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201129,29 osun,,,,,No data,,,,,,Not available.
5390,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201130,30 oyo,,,,,No data,,,,,,Not available.
5391,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201107,07 benue,,,,,32.5 [26.1-39.6],32.52052,26.12068,39.64693,,,
5392,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201108,08 borno,,,,,26.6 [21.6-32.4],26.64019,21.60652,32.36245,,,
5393,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201109,09 cross river,,,,,32.0 [24.7-40.4],32.02758,24.67691,40.39362,,,
5394,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201110,10 delta,,,,,30.1 [23.4-37.8],30.11128,23.39681,37.8018,,,
5395,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201123,23 kwara,,,,,29.4 [21.1-39.2],29.38594,21.14333,39.24279,,,
5396,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201124,24 lagos,,,,,22.6 [15.5-31.8],22.61787,15.49125,31.78973,,,
5397,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201125,25 nasarawa,,,,,28.1 [22.4-34.5],28.06927,22.39056,34.54711,,,
5398,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201126,26 niger,,,,,12.8 [8.2-19.4],12.78577,8.20912,19.37537,,,
5399,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201103,03 akwa ibom,,,,,No data,,,,,,Not available.
5400,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201104,04 anambra,,,,,No data,,,,,,Not available.
5401,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201105,05 bauchi,,,,,No data,,,,,,Not available.
5402,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201106,06 bayelsa,,,,,No data,,,,,,Not available.
5403,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201120,20 katsina,,,,,No data,,,,,,Not available.
5404,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201121,21 kebbi,,,,,No data,,,,,,Not available.
5405,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201122,22 kogi,,,,,No data,,,,,,Not available.
5406,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201123,23 kwara,,,,,No data,,,,,,Not available.
5407,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201136,36 zamfara,,,,,No data,,,,,,Not available.
5408,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201137,37 fct (abuja),,,,,No data,,,,,,Not available.
5409,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201101,01 abia,,,,,No data,,,,,,Not available.
5410,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201102,02 adamawa,,,,,No data,,,,,,Not available.
5411,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201103,03 akwa ibom,,,,,No data,,,,,,Not available.
5412,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201116,16 imo,,,,,No data,,,,,,Not available.
5413,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201117,17 jigawa,,,,,No data,,,,,,Not available.
5414,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201118,18 kaduna,,,,,No data,,,,,,Not available.
5415,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201119,19 kano,,,,,No data,,,,,,Not available.
5416,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201133,33 sokoto,,,,,No data,,,,,,Not available.
5417,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201134,34 taraba,,,,,No data,,,,,,Not available.
